Frame,Width,Height,Time_ms
828,1920,1080,3.059
829,1920,1080,2.881
830,1920,1080,2.924
831,1920,1080,2.961
832,1920,1080,2.925
833,1920,1080,2.965
834,1920,1080,2.888
835,1920,1080,2.917
836,1920,1080,2.867
837,1920,1080,2.931
838,1920,1080,3.028
839,1920,1080,3.122
840,1920,1080,2.931
841,1920,1080,3.208
842,1920,1080,2.928
843,1920,1080,2.922
844,1920,1080,2.784
845,1920,1080,3.095
846,1920,1080,3.131
847,1920,1080,2.989
848,1920,1080,2.868
849,1920,1080,2.764
850,1920,1080,2.907
851,1920,1080,2.92
852,1920,1080,2.922
853,1920,1080,2.869
854,1920,1080,2.999
855,1920,1080,2.968
856,1920,1080,2.876
857,1920,1080,2.913
858,1920,1080,3.102
859,1920,1080,2.891
860,1920,1080,2.959
861,1920,1080,3.04
862,1920,1080,3.005
863,1920,1080,2.948
864,1920,1080,2.943
865,1920,1080,2.968
866,1920,1080,2.828
867,1920,1080,3.057
868,1920,1080,3.115
869,1920,1080,2.899
870,1920,1080,2.937
871,1920,1080,3.124
872,1920,1080,2.923
873,1920,1080,2.936
874,1920,1080,2.988
875,1920,1080,2.937
876,1920,1080,2.913
877,1920,1080,2.967
878,1920,1080,2.998
879,1920,1080,2.874
880,1920,1080,2.812
881,1920,1080,2.979
882,1920,1080,2.987
883,1920,1080,2.963
884,1920,1080,2.91
885,1920,1080,2.897
886,1920,1080,3.003
887,1920,1080,3.092
888,1920,1080,3.066
889,1920,1080,2.987
890,1920,1080,3.041
891,1920,1080,2.934
892,1920,1080,2.992
893,1920,1080,3.069
894,1920,1080,2.869
895,1920,1080,2.88
896,1920,1080,2.891
897,1920,1080,3.012
898,1920,1080,2.899
899,1920,1080,3.006
900,1920,1080,2.895
901,1920,1080,2.992
902,1920,1080,2.943
903,1920,1080,3.035
904,1920,1080,3.145
905,1920,1080,3.006
906,1920,1080,2.895
907,1920,1080,2.888
908,1920,1080,3.264
909,1920,1080,3.055
910,1920,1080,3.073
911,1920,1080,3.119
912,1920,1080,2.998
913,1920,1080,2.842
914,1920,1080,2.908
915,1920,1080,3.028
916,1920,1080,2.884
917,1920,1080,2.965
918,1920,1080,2.968
919,1920,1080,2.946
920,1920,1080,2.799
921,1920,1080,2.867
922,1920,1080,3.014
923,1920,1080,2.972
924,1920,1080,3.048
925,1920,1080,2.797
926,1920,1080,2.983
927,1920,1080,2.904
928,1920,1080,2.982
929,1920,1080,3.023
930,1920,1080,2.981
931,1920,1080,3.078
932,1920,1080,2.996
933,1920,1080,3.061
934,1920,1080,2.88
935,1920,1080,2.852
936,1920,1080,3.013
937,1920,1080,2.966
938,1920,1080,2.967
939,1920,1080,2.875
940,1920,1080,2.908
941,1920,1080,3.145
942,1920,1080,2.884
943,1920,1080,2.844
944,1920,1080,2.775
945,1920,1080,2.784
946,1920,1080,2.882
947,1920,1080,2.882
948,1920,1080,2.832
949,1920,1080,2.862
950,1920,1080,2.883
951,1920,1080,2.887
952,1920,1080,2.799
953,1920,1080,2.881
954,1920,1080,2.794
955,1920,1080,2.817
956,1920,1080,2.787
957,1920,1080,2.902
958,1920,1080,2.822
959,1920,1080,2.751
960,1920,1080,2.859
961,1920,1080,2.718
962,1920,1080,2.827
963,1920,1080,2.734
964,1920,1080,2.817
965,1920,1080,2.77
966,1920,1080,2.786
967,1920,1080,2.911
968,1920,1080,2.782
969,1920,1080,2.721
970,1920,1080,2.747
971,1920,1080,2.886
972,1920,1080,5.88
973,1920,1080,2.883
974,1920,1080,2.869
975,1920,1080,2.749
976,1920,1080,2.986
977,1920,1080,2.897
978,1920,1080,3.067
979,1920,1080,2.835
980,1920,1080,2.784
981,1920,1080,2.657
982,1920,1080,2.689
983,1920,1080,2.771
984,1920,1080,2.772
985,1920,1080,2.786
986,1920,1080,2.839
987,1920,1080,2.867
988,1920,1080,2.904
989,1920,1080,2.742
990,1920,1080,2.947
991,1920,1080,2.902
992,1920,1080,2.939
993,1920,1080,2.94
994,1920,1080,2.893
995,1920,1080,2.746
996,1920,1080,2.816
997,1920,1080,2.977
998,1920,1080,2.807
999,1920,1080,2.728
1000,1920,1080,2.852
1001,1920,1080,3.033
1002,1920,1080,2.872
1003,1920,1080,2.901
1004,1920,1080,3.237
1005,1920,1080,3.063
1006,1920,1080,3.037
1007,1920,1080,3.123
1008,1920,1080,2.985
1009,1920,1080,2.865
1010,1920,1080,3.014
1011,1920,1080,2.933
1012,1920,1080,2.805
1013,1920,1080,2.895
1014,1920,1080,2.961
1015,1920,1080,2.903
1016,1920,1080,2.841
1017,1920,1080,2.928
1018,1920,1080,2.817
1019,1920,1080,2.844
1020,1920,1080,3.045
1021,1920,1080,2.844
1022,1920,1080,2.975
1023,1920,1080,2.963
1024,1920,1080,3.003
1025,1920,1080,2.814
1026,1920,1080,2.854
1027,1920,1080,2.776
1028,1920,1080,2.86
1029,1920,1080,2.778
1030,1920,1080,2.905
1031,1920,1080,2.904
1032,1920,1080,2.759
1033,1920,1080,2.789
1034,1920,1080,2.731
1035,1920,1080,2.889
1036,1920,1080,2.891
1037,1920,1080,2.792
1038,1920,1080,2.953
1039,1920,1080,2.866
1040,1920,1080,2.962
1041,1920,1080,2.913
1042,1920,1080,2.785
1043,1920,1080,2.885
1044,1920,1080,2.751
1045,1920,1080,2.851
1046,1920,1080,2.837
1047,1920,1080,2.803
1048,1920,1080,2.864
1049,1920,1080,2.708
1050,1920,1080,2.738
1051,1920,1080,2.737
1052,1920,1080,2.775
1053,1920,1080,2.718
1054,1920,1080,2.772
1055,1920,1080,2.709
1056,1920,1080,2.82
1057,1920,1080,2.621
1058,1920,1080,2.805
1059,1920,1080,2.909
1060,1920,1080,2.754
1061,1920,1080,2.679
1062,1920,1080,2.828
1063,1920,1080,2.858
1064,1920,1080,2.901
1065,1920,1080,2.848
1066,1920,1080,2.916
1067,1920,1080,2.768
1068,1920,1080,2.913
1069,1920,1080,2.911
1070,1920,1080,2.747
1071,1920,1080,2.806
1072,1920,1080,2.915
1073,1920,1080,2.909
1074,1920,1080,2.92
1075,1920,1080,2.903
1076,1920,1080,2.934
1077,1920,1080,2.724
1078,1920,1080,2.687
1079,1920,1080,2.931
1080,1920,1080,2.971
1081,1920,1080,2.939
1082,1920,1080,2.915
1083,1920,1080,3.038
1084,1920,1080,2.841
1085,1920,1080,2.727
1086,1920,1080,2.892
1087,1920,1080,2.786
1088,1920,1080,2.737
1089,1920,1080,2.847
1090,1920,1080,2.747
1091,1920,1080,2.817
1092,1920,1080,2.959
1093,1920,1080,2.868
1094,1920,1080,2.735
1095,1920,1080,2.769
1096,1920,1080,2.769
1097,1920,1080,2.694
1098,1920,1080,2.874
1099,1920,1080,2.827
1100,1920,1080,2.877
1101,1920,1080,2.794
1102,1920,1080,2.88
1103,1920,1080,2.81
1104,1920,1080,2.843
1105,1920,1080,3.149
1106,1920,1080,3.083
1107,1920,1080,2.818
1108,1920,1080,2.965
1109,1920,1080,2.73
1110,1920,1080,2.721
1111,1920,1080,2.755
1112,1920,1080,2.677
1113,1920,1080,2.857
1114,1920,1080,2.897
1115,1920,1080,2.762
1116,1920,1080,2.877
1117,1920,1080,2.929
1118,1920,1080,2.708
1119,1920,1080,2.762
1120,1920,1080,2.865
1121,1920,1080,2.744
1122,1920,1080,2.916
1123,1920,1080,2.712
1124,1920,1080,2.728
1125,1920,1080,2.779
1126,1920,1080,2.731
1127,1920,1080,2.787
1128,1920,1080,2.894
1129,1920,1080,2.806
1130,1920,1080,2.771
1131,1920,1080,2.79
1132,1920,1080,2.872
1133,1920,1080,3.055
1134,1920,1080,2.88
1135,1920,1080,2.916
1136,1920,1080,3.045
1137,1920,1080,2.866
1138,1920,1080,2.845
1139,1920,1080,2.778
1140,1920,1080,2.876
1141,1920,1080,2.796
1142,1920,1080,3.003
1143,1920,1080,2.73
1144,1920,1080,2.7
1145,1920,1080,2.679
1146,1920,1080,2.661
1147,1920,1080,2.736
1148,1920,1080,2.659
1149,1920,1080,2.851
1150,1920,1080,3.015
