Frame,Width,Height,Time_ms
0,1920,1080,61.452
1,1920,1080,52.228
2,1920,1080,47.396
3,1920,1080,45.781
4,1920,1080,45.058
5,1920,1080,45.572
6,1920,1080,46.006
7,1920,1080,46.135
8,1920,1080,47.393
9,1920,1080,49.233
10,1920,1080,48.922
11,1920,1080,47.691
12,1920,1080,48.106
13,1920,1080,48.8
14,1920,1080,54.706
15,1920,1080,49.877
16,1920,1080,48.847
17,1920,1080,48.933
18,1920,1080,48.806
19,1920,1080,48.859
20,1920,1080,49.396
21,1920,1080,49.18
22,1920,1080,49.74
23,1920,1080,50.591
24,1920,1080,49.962
25,1920,1080,49.853
26,1920,1080,50.312
27,1920,1080,49.868
28,1920,1080,49.873
29,1920,1080,50.015
30,1920,1080,50.087
31,1920,1080,50.183
32,1920,1080,51.515
33,1920,1080,50.559
34,1920,1080,50.279
35,1920,1080,49.702
36,1920,1080,50.224
37,1920,1080,50.617
38,1920,1080,52.546
39,1920,1080,49.89
40,1920,1080,50.394
41,1920,1080,51.168
42,1920,1080,50.807
43,1920,1080,50.832
44,1920,1080,50.918
45,1920,1080,50.611
46,1920,1080,50.585
47,1920,1080,50.933
48,1920,1080,50.773
49,1920,1080,50.954
50,1920,1080,49.521
51,1920,1080,50.182
52,1920,1080,52.841
53,1920,1080,51.361
54,1920,1080,50.896
55,1920,1080,51.137
56,1920,1080,50.425
57,1920,1080,50.527
58,1920,1080,50.626
59,1920,1080,51.126
60,1920,1080,50.957
61,1920,1080,51.399
62,1920,1080,49.531
63,1920,1080,50.993
64,1920,1080,51.016
65,1920,1080,50.762
66,1920,1080,51.261
67,1920,1080,50.951
68,1920,1080,52.554
69,1920,1080,53.193
70,1920,1080,54.419
71,1920,1080,55.611
72,1920,1080,52.271
73,1920,1080,51.638
74,1920,1080,55.806
75,1920,1080,51.024
76,1920,1080,52.291
77,1920,1080,50.242
78,1920,1080,54.293
79,1920,1080,59.89
80,1920,1080,57.465
81,1920,1080,55.872
82,1920,1080,51.063
83,1920,1080,53.02
84,1920,1080,59.855
85,1920,1080,58.015
86,1920,1080,51.516
87,1920,1080,59.047
88,1920,1080,52.656
89,1920,1080,52.368
90,1920,1080,50.382
91,1920,1080,51.338
92,1920,1080,52.047
93,1920,1080,51.215
94,1920,1080,51.125
95,1920,1080,51.28
96,1920,1080,51.104
97,1920,1080,51.854
98,1920,1080,51.422
99,1920,1080,50.363
100,1920,1080,49.348
101,1920,1080,51.736
102,1920,1080,54.081
103,1920,1080,53.65
104,1920,1080,50.934
105,1920,1080,50.723
106,1920,1080,51.445
107,1920,1080,51.075
108,1920,1080,51.895
109,1920,1080,52.633
110,1920,1080,50.955
111,1920,1080,51.671
112,1920,1080,51.162
113,1920,1080,50.356
114,1920,1080,50.478
115,1920,1080,50.607
116,1920,1080,51.673
117,1920,1080,56.576
118,1920,1080,54.005
119,1920,1080,51.429
120,1920,1080,51.501
