Frame,Width,Height,Time_ms
180,1920,1080,1.964
181,1920,1080,1.619
182,1920,1080,1.985
183,1920,1080,2.043
184,1920,1080,2.36
185,1920,1080,3.879
186,1920,1080,1.731
187,1920,1080,1.635
188,1920,1080,1.451
189,1920,1080,2.013
190,1920,1080,1.257
191,1920,1080,1.403
192,1920,1080,1.397
193,1920,1080,1.236
194,1920,1080,1.195
195,1920,1080,1.175
196,1920,1080,1.172
197,1920,1080,1.233
198,1920,1080,1.27
199,1920,1080,1.774
200,1920,1080,1.15
201,1920,1080,1.148
202,1920,1080,1.27
203,1920,1080,1.204
204,1920,1080,1.365
205,1920,1080,1.532
206,1920,1080,1.209
207,1920,1080,1.207
208,1920,1080,1.199
209,1920,1080,1.152
210,1920,1080,1.338
211,1920,1080,1.631
212,1920,1080,1.661
213,1920,1080,1.353
214,1920,1080,1.356
215,1920,1080,1.32
216,1920,1080,1.281
217,1920,1080,1.583
218,1920,1080,1.515
219,1920,1080,1.562
220,1920,1080,1.473
221,1920,1080,1.302
222,1920,1080,1.376
223,1920,1080,1.67
224,1920,1080,1.356
225,1920,1080,1.409
226,1920,1080,1.352
227,1920,1080,1.53
228,1920,1080,1.196
229,1920,1080,1.308
230,1920,1080,1.446
231,1920,1080,1.327
232,1920,1080,1.483
233,1920,1080,1.246
234,1920,1080,1.319
235,1920,1080,1.519
236,1920,1080,1.354
237,1920,1080,1.298
238,1920,1080,1.478
239,1920,1080,1.329
240,1920,1080,1.333
241,1920,1080,1.569
242,1920,1080,1.506
243,1920,1080,1.198
244,1920,1080,1.218
245,1920,1080,1.376
246,1920,1080,1.182
247,1920,1080,1.216
248,1920,1080,1.176
249,1920,1080,1.504
250,1920,1080,1.505
251,1920,1080,1.391
252,1920,1080,1.237
253,1920,1080,1.434
254,1920,1080,1.407
255,1920,1080,1.206
256,1920,1080,1.23
257,1920,1080,1.198
258,1920,1080,1.196
259,1920,1080,1.218
260,1920,1080,1.192
261,1920,1080,1.343
262,1920,1080,1.252
263,1920,1080,1.219
264,1920,1080,1.288
265,1920,1080,1.237
266,1920,1080,1.258
267,1920,1080,1.377
268,1920,1080,1.151
269,1920,1080,1.289
270,1920,1080,1.155
271,1920,1080,1.341
272,1920,1080,1.35
273,1920,1080,1.259
274,1920,1080,1.205
275,1920,1080,1.211
276,1920,1080,1.432
277,1920,1080,1.197
278,1920,1080,1.178
279,1920,1080,1.335
280,1920,1080,1.253
281,1920,1080,1.325
282,1920,1080,1.691
283,1920,1080,1.407
284,1920,1080,1.335
285,1920,1080,1.33
286,1920,1080,1.318
287,1920,1080,1.161
288,1920,1080,1.218
289,1920,1080,1.172
290,1920,1080,1.247
291,1920,1080,1.236
292,1920,1080,1.179
293,1920,1080,1.189
294,1920,1080,1.321
295,1920,1080,1.417
296,1920,1080,1.251
297,1920,1080,1.189
298,1920,1080,1.195
299,1920,1080,1.393
300,1920,1080,1.26
301,1920,1080,1.315
302,1920,1080,1.188
303,1920,1080,1.232
304,1920,1080,1.212
305,1920,1080,1.247
306,1920,1080,1.249
307,1920,1080,1.347
308,1920,1080,1.18
309,1920,1080,1.218
310,1920,1080,1.571
311,1920,1080,1.223
312,1920,1080,1.69
313,1920,1080,1.471
314,1920,1080,1.228
315,1920,1080,1.203
316,1920,1080,1.236
317,1920,1080,1.22
318,1920,1080,1.301
319,1920,1080,1.222
320,1920,1080,1.227
321,1920,1080,1.28
322,1920,1080,1.317
323,1920,1080,1.213
324,1920,1080,1.559
325,1920,1080,1.431
326,1920,1080,1.205
327,1920,1080,1.368
328,1920,1080,1.214
329,1920,1080,1.164
330,1920,1080,1.596
331,1920,1080,1.361
332,1920,1080,1.303
333,1920,1080,1.26
334,1920,1080,1.47
335,1920,1080,1.31
336,1920,1080,1.382
337,1920,1080,1.284
338,1920,1080,1.224
339,1920,1080,1.294
340,1920,1080,1.402
341,1920,1080,1.17
342,1920,1080,1.347
343,1920,1080,1.229
344,1920,1080,1.404
345,1920,1080,1.471
346,1920,1080,1.242
347,1920,1080,1.313
348,1920,1080,1.154
349,1920,1080,1.19
350,1920,1080,1.155
351,1920,1080,1.191
352,1920,1080,1.34
353,1920,1080,1.187
354,1920,1080,1.397
355,1920,1080,1.402
356,1920,1080,1.377
357,1920,1080,1.364
358,1920,1080,1.38
359,1920,1080,1.357
360,1920,1080,1.367
361,1920,1080,1.241
362,1920,1080,1.184
363,1920,1080,1.29
364,1920,1080,1.176
365,1920,1080,1.143
366,1920,1080,1.391
367,1920,1080,1.277
368,1920,1080,1.274
369,1920,1080,1.329
370,1920,1080,1.19
371,1920,1080,1.243
372,1920,1080,1.158
373,1920,1080,1.442
374,1920,1080,1.309
375,1920,1080,1.243
376,1920,1080,1.366
377,1920,1080,1.154
378,1920,1080,1.383
379,1920,1080,1.254
380,1920,1080,1.346
381,1920,1080,1.333
382,1920,1080,1.252
383,1920,1080,1.381
384,1920,1080,1.257
385,1920,1080,1.23
386,1920,1080,1.211
387,1920,1080,1.169
388,1920,1080,1.261
389,1920,1080,1.176
390,1920,1080,1.166
391,1920,1080,1.353
392,1920,1080,1.202
393,1920,1080,1.472
394,1920,1080,1.205
395,1920,1080,1.21
396,1920,1080,1.168
397,1920,1080,1.216
398,1920,1080,1.283
399,1920,1080,1.192
400,1920,1080,1.179
401,1920,1080,1.258
402,1920,1080,1.15
403,1920,1080,1.214
404,1920,1080,1.167
405,1920,1080,1.286
406,1920,1080,1.204
407,1920,1080,1.246
408,1920,1080,1.341
409,1920,1080,1.417
410,1920,1080,1.278
411,1920,1080,1.28
412,1920,1080,1.152
413,1920,1080,1.281
414,1920,1080,1.28
415,1920,1080,1.25
416,1920,1080,1.254
417,1920,1080,1.336
418,1920,1080,1.256
419,1920,1080,1.177
420,1920,1080,1.189
421,1920,1080,1.198
422,1920,1080,1.185
423,1920,1080,1.273
424,1920,1080,1.202
425,1920,1080,1.197
426,1920,1080,1.181
427,1920,1080,1.21
428,1920,1080,1.211
429,1920,1080,1.2
430,1920,1080,1.187
431,1920,1080,1.321
432,1920,1080,1.249
433,1920,1080,1.22
434,1920,1080,1.304
435,1920,1080,1.415
436,1920,1080,1.272
437,1920,1080,1.315
438,1920,1080,1.152
439,1920,1080,1.495
440,1920,1080,1.466
441,1920,1080,1.319
442,1920,1080,1.164
443,1920,1080,1.455
444,1920,1080,1.243
445,1920,1080,1.234
446,1920,1080,1.437
447,1920,1080,1.239
448,1920,1080,1.499
449,1920,1080,1.617
450,1920,1080,1.204
451,1920,1080,1.193
452,1920,1080,1.301
453,1920,1080,1.174
454,1920,1080,1.258
455,1920,1080,1.207
456,1920,1080,1.333
457,1920,1080,1.3
458,1920,1080,1.203
459,1920,1080,1.31
460,1920,1080,1.244
461,1920,1080,1.169
462,1920,1080,1.179
463,1920,1080,1.188
464,1920,1080,1.313
465,1920,1080,1.4
466,1920,1080,1.405
467,1920,1080,1.165
468,1920,1080,1.228
469,1920,1080,1.181
470,1920,1080,1.284
471,1920,1080,1.179
472,1920,1080,1.12
473,1920,1080,1.139
474,1920,1080,1.251
475,1920,1080,1.135
476,1920,1080,1.168
477,1920,1080,1.172
478,1920,1080,1.134
479,1920,1080,1.119
480,1920,1080,1.143
481,1920,1080,1.116
482,1920,1080,1.13
483,1920,1080,1.123
484,1920,1080,1.102
485,1920,1080,1.064
486,1920,1080,1.533
487,1920,1080,1.304
488,1920,1080,1.19
489,1920,1080,1.378
490,1920,1080,1.408
491,1920,1080,1.193
492,1920,1080,1.354
493,1920,1080,1.161
494,1920,1080,1.151
495,1920,1080,1.185
496,1920,1080,1.189
497,1920,1080,1.236
498,1920,1080,1.206
499,1920,1080,1.443
500,1920,1080,1.434
501,1920,1080,1.165
502,1920,1080,1.293
503,1920,1080,1.339
504,1920,1080,1.432
505,1920,1080,1.194
506,1920,1080,1.208
507,1920,1080,1.347
508,1920,1080,1.259
509,1920,1080,1.197
510,1920,1080,1.247
511,1920,1080,1.199
512,1920,1080,1.219
513,1920,1080,1.158
514,1920,1080,1.241
515,1920,1080,1.257
516,1920,1080,1.258
517,1920,1080,1.184
518,1920,1080,1.215
519,1920,1080,1.426
520,1920,1080,1.24
521,1920,1080,1.208
522,1920,1080,1.181
523,1920,1080,1.242
524,1920,1080,1.153
525,1920,1080,1.324
526,1920,1080,1.254
527,1920,1080,1.179
528,1920,1080,1.169
529,1920,1080,1.29
530,1920,1080,1.236
531,1920,1080,1.171
532,1920,1080,1.272
533,1920,1080,1.156
534,1920,1080,1.206
535,1920,1080,1.195
536,1920,1080,1.172
537,1920,1080,1.204
538,1920,1080,1.403
539,1920,1080,1.285
540,1920,1080,1.795
541,1920,1080,2.078
542,1920,1080,1.705
543,1920,1080,1.337
544,1920,1080,3.069
545,1920,1080,2.297
546,1920,1080,1.9
547,1920,1080,2.12
548,1920,1080,1.685
549,1920,1080,1.808
550,1920,1080,1.707
551,1920,1080,2.056
552,1920,1080,2.03
553,1920,1080,1.647
554,1920,1080,1.698
555,1920,1080,2.162
556,1920,1080,1.558
557,1920,1080,1.494
558,1920,1080,1.968
559,1920,1080,2.089
560,1920,1080,1.865
561,1920,1080,1.237
562,1920,1080,1.868
563,1920,1080,1.481
564,1920,1080,2.03
565,1920,1080,1.487
566,1920,1080,1.69
567,1920,1080,2.315
568,1920,1080,1.884
569,1920,1080,2.613
570,1920,1080,2.188
571,1920,1080,1.682
572,1920,1080,1.622
573,1920,1080,1.61
574,1920,1080,1.858
575,1920,1080,1.631
576,1920,1080,1.666
577,1920,1080,1.656
578,1920,1080,1.213
579,1920,1080,1.312
580,1920,1080,2.477
581,1920,1080,2.116
582,1920,1080,1.756
583,1920,1080,2.281
584,1920,1080,2.516
585,1920,1080,2.003
586,1920,1080,1.82
587,1920,1080,1.718
588,1920,1080,2.066
589,1920,1080,1.916
590,1920,1080,2.422
591,1920,1080,2.141
592,1920,1080,2.412
593,1920,1080,2.437
594,1920,1080,2.269
595,1920,1080,2.039
596,1920,1080,2.13
597,1920,1080,2.029
598,1920,1080,1.725
599,1920,1080,1.469
600,1920,1080,1.443
601,1920,1080,1.486
602,1920,1080,1.39
603,1920,1080,1.358
604,1920,1080,1.19
605,1920,1080,1.969
606,1920,1080,1.496
607,1920,1080,1.284
608,1920,1080,1.273
609,1920,1080,1.358
610,1920,1080,1.391
611,1920,1080,1.313
612,1920,1080,1.239
613,1920,1080,1.278
614,1920,1080,1.429
615,1920,1080,1.434
616,1920,1080,1.315
617,1920,1080,1.212
618,1920,1080,1.174
619,1920,1080,1.282
620,1920,1080,1.406
621,1920,1080,1.289
622,1920,1080,1.192
623,1920,1080,1.275
624,1920,1080,1.298
625,1920,1080,1.257
626,1920,1080,1.449
627,1920,1080,1.207
628,1920,1080,1.454
629,1920,1080,1.491
630,1920,1080,1.429
631,1920,1080,1.382
632,1920,1080,1.319
633,1920,1080,1.236
634,1920,1080,1.329
635,1920,1080,1.216
636,1920,1080,1.184
637,1920,1080,1.219
638,1920,1080,1.341
639,1920,1080,1.144
640,1920,1080,1.184
641,1920,1080,1.461
642,1920,1080,1.401
643,1920,1080,1.764
644,1920,1080,1.253
645,1920,1080,1.336
646,1920,1080,1.219
647,1920,1080,1.281
648,1920,1080,1.465
649,1920,1080,1.456
650,1920,1080,1.444
651,1920,1080,1.419
652,1920,1080,1.252
653,1920,1080,1.39
654,1920,1080,1.376
655,1920,1080,1.371
656,1920,1080,1.274
657,1920,1080,1.543
658,1920,1080,1.556
659,1920,1080,1.582
660,1920,1080,1.343
661,1920,1080,1.313
662,1920,1080,1.662
663,1920,1080,1.451
664,1920,1080,1.466
665,1920,1080,1.359
666,1920,1080,1.324
667,1920,1080,1.912
668,1920,1080,1.35
669,1920,1080,1.349
670,1920,1080,1.276
671,1920,1080,1.193
672,1920,1080,1.276
673,1920,1080,1.183
674,1920,1080,1.121
675,1920,1080,1.164
676,1920,1080,1.17
677,1920,1080,1.191
678,1920,1080,1.428
679,1920,1080,1.275
680,1920,1080,1.188
681,1920,1080,1.184
682,1920,1080,1.2
683,1920,1080,1.184
684,1920,1080,1.363
685,1920,1080,1.22
686,1920,1080,1.226
687,1920,1080,1.165
688,1920,1080,1.243
689,1920,1080,1.3
690,1920,1080,1.515
691,1920,1080,2.317
692,1920,1080,1.791
693,1920,1080,1.556
694,1920,1080,1.689
695,1920,1080,1.269
696,1920,1080,1.334
697,1920,1080,1.284
698,1920,1080,1.25
699,1920,1080,1.479
700,1920,1080,1.293
701,1920,1080,1.246
702,1920,1080,1.346
703,1920,1080,1.439
704,1920,1080,1.306
705,1920,1080,1.382
706,1920,1080,1.186
707,1920,1080,1.277
708,1920,1080,1.191
709,1920,1080,1.196
710,1920,1080,1.227
711,1920,1080,1.284
712,1920,1080,1.261
713,1920,1080,1.454
714,1920,1080,1.177
715,1920,1080,1.238
716,1920,1080,1.214
717,1920,1080,1.179
718,1920,1080,1.227
719,1920,1080,1.253
720,1920,1080,1.189
721,1920,1080,1.371
722,1920,1080,1.209
723,1920,1080,1.2
724,1920,1080,1.27
725,1920,1080,1.296
726,1920,1080,1.353
727,1920,1080,1.334
728,1920,1080,1.198
729,1920,1080,1.403
730,1920,1080,1.548
731,1920,1080,1.166
732,1920,1080,1.376
733,1920,1080,1.32
734,1920,1080,1.237
735,1920,1080,1.279
736,1920,1080,1.34
737,1920,1080,1.336
738,1920,1080,1.345
739,1920,1080,1.302
740,1920,1080,1.598
741,1920,1080,1.581
742,1920,1080,1.371
743,1920,1080,1.397
744,1920,1080,1.249
745,1920,1080,1.375
746,1920,1080,1.741
747,1920,1080,1.534
748,1920,1080,1.29
749,1920,1080,1.391
750,1920,1080,1.409
751,1920,1080,1.496
752,1920,1080,1.426
753,1920,1080,1.336
754,1920,1080,1.323
755,1920,1080,1.552
756,1920,1080,1.644
757,1920,1080,1.558
758,1920,1080,1.254
759,1920,1080,1.506
760,1920,1080,1.494
761,1920,1080,1.285
762,1920,1080,1.274
763,1920,1080,1.185
764,1920,1080,1.411
765,1920,1080,1.443
766,1920,1080,1.301
767,1920,1080,1.634
768,1920,1080,1.347
769,1920,1080,1.156
770,1920,1080,1.268
771,1920,1080,1.26
772,1920,1080,1.258
773,1920,1080,1.194
774,1920,1080,1.543
775,1920,1080,1.337
776,1920,1080,1.628
777,1920,1080,1.241
778,1920,1080,1.202
779,1920,1080,1.182
780,1920,1080,1.292
781,1920,1080,1.241
782,1920,1080,1.211
783,1920,1080,1.233
784,1920,1080,1.442
785,1920,1080,1.286
786,1920,1080,1.292
787,1920,1080,1.23
788,1920,1080,1.187
789,1920,1080,1.32
790,1920,1080,1.351
791,1920,1080,1.433
792,1920,1080,1.283
793,1920,1080,1.492
794,1920,1080,1.419
795,1920,1080,1.298
796,1920,1080,1.369
797,1920,1080,1.418
798,1920,1080,1.254
799,1920,1080,1.172
800,1920,1080,1.318
801,1920,1080,1.243
802,1920,1080,1.209
803,1920,1080,1.252
804,1920,1080,1.301
805,1920,1080,1.328
806,1920,1080,1.284
807,1920,1080,1.204
808,1920,1080,1.227
809,1920,1080,1.204
810,1920,1080,1.205
811,1920,1080,1.358
812,1920,1080,1.209
813,1920,1080,1.244
814,1920,1080,1.168
815,1920,1080,1.22
816,1920,1080,1.247
817,1920,1080,1.312
818,1920,1080,1.167
819,1920,1080,1.179
820,1920,1080,1.268
821,1920,1080,1.184
822,1920,1080,1.366
823,1920,1080,1.144
824,1920,1080,1.536
825,1920,1080,1.517
826,1920,1080,1.168
827,1920,1080,1.186
828,1920,1080,1.358
829,1920,1080,1.161
830,1920,1080,1.346
831,1920,1080,1.498
832,1920,1080,1.321
833,1920,1080,1.437
834,1920,1080,1.363
835,1920,1080,1.943
836,1920,1080,1.326
837,1920,1080,1.259
838,1920,1080,1.409
839,1920,1080,1.265
840,1920,1080,1.799
841,1920,1080,1.346
842,1920,1080,1.943
843,1920,1080,1.553
844,1920,1080,1.407
845,1920,1080,1.427
846,1920,1080,1.224
847,1920,1080,1.196
848,1920,1080,1.51
849,1920,1080,1.219
850,1920,1080,1.217
851,1920,1080,1.21
852,1920,1080,1.165
853,1920,1080,1.205
854,1920,1080,1.497
855,1920,1080,1.212
856,1920,1080,1.21
857,1920,1080,1.229
858,1920,1080,1.206
859,1920,1080,1.483
860,1920,1080,1.363
861,1920,1080,1.323
862,1920,1080,1.235
863,1920,1080,1.281
864,1920,1080,1.242
865,1920,1080,1.768
866,1920,1080,1.411
867,1920,1080,1.28
868,1920,1080,1.279
869,1920,1080,1.396
870,1920,1080,1.196
871,1920,1080,1.361
872,1920,1080,1.198
873,1920,1080,1.186
874,1920,1080,1.453
875,1920,1080,1.157
876,1920,1080,1.208
877,1920,1080,1.162
878,1920,1080,1.181
879,1920,1080,1.328
880,1920,1080,1.204
881,1920,1080,1.466
882,1920,1080,1.358
883,1920,1080,1.224
884,1920,1080,1.348
885,1920,1080,1.402
886,1920,1080,1.333
887,1920,1080,1.797
888,1920,1080,1.3
889,1920,1080,1.549
890,1920,1080,1.202
891,1920,1080,1.239
892,1920,1080,1.223
893,1920,1080,1.221
894,1920,1080,1.161
895,1920,1080,1.211
896,1920,1080,1.143
897,1920,1080,1.22
898,1920,1080,1.154
899,1920,1080,1.192
900,1920,1080,1.257
901,1920,1080,1.22
902,1920,1080,1.18
903,1920,1080,1.202
904,1920,1080,1.34
905,1920,1080,1.553
906,1920,1080,1.215
907,1920,1080,1.262
908,1920,1080,1.18
909,1920,1080,1.251
910,1920,1080,1.271
911,1920,1080,1.222
912,1920,1080,1.301
913,1920,1080,1.371
914,1920,1080,1.306
915,1920,1080,1.338
916,1920,1080,1.214
917,1920,1080,1.239
918,1920,1080,1.245
919,1920,1080,1.211
920,1920,1080,1.122
921,1920,1080,1.305
922,1920,1080,1.33
923,1920,1080,1.357
924,1920,1080,1.272
925,1920,1080,1.198
926,1920,1080,1.188
927,1920,1080,1.187
928,1920,1080,1.184
929,1920,1080,1.359
930,1920,1080,1.345
931,1920,1080,1.19
932,1920,1080,1.363
933,1920,1080,1.206
934,1920,1080,1.169
935,1920,1080,1.189
936,1920,1080,1.213
937,1920,1080,1.276
938,1920,1080,1.19
939,1920,1080,1.184
940,1920,1080,1.158
941,1920,1080,1.163
942,1920,1080,1.367
943,1920,1080,1.281
944,1920,1080,1.308
945,1920,1080,1.245
946,1920,1080,1.203
947,1920,1080,1.178
948,1920,1080,1.219
949,1920,1080,1.22
950,1920,1080,1.227
951,1920,1080,1.189
952,1920,1080,1.143
953,1920,1080,1.149
954,1920,1080,1.213
955,1920,1080,1.125
956,1920,1080,1.1
957,1920,1080,1.156
958,1920,1080,1.416
959,1920,1080,1.279
960,1920,1080,1.286
961,1920,1080,1.271
962,1920,1080,1.249
963,1920,1080,1.253
964,1920,1080,1.241
965,1920,1080,1.617
966,1920,1080,1.407
967,1920,1080,1.304
968,1920,1080,1.464
969,1920,1080,1.569
970,1920,1080,1.533
971,1920,1080,1.756
972,1920,1080,2.272
973,1920,1080,1.863
974,1920,1080,1.433
975,1920,1080,1.269
976,1920,1080,1.46
977,1920,1080,1.205
978,1920,1080,1.283
979,1920,1080,1.492
980,1920,1080,1.313
981,1920,1080,1.388
982,1920,1080,1.542
983,1920,1080,1.339
984,1920,1080,1.314
985,1920,1080,1.47
986,1920,1080,1.457
987,1920,1080,1.446
988,1920,1080,1.495
989,1920,1080,1.35
990,1920,1080,1.333
991,1920,1080,1.16
992,1920,1080,1.184
993,1920,1080,1.167
994,1920,1080,1.216
995,1920,1080,1.272
996,1920,1080,1.196
997,1920,1080,1.324
998,1920,1080,1.295
999,1920,1080,1.148
1000,1920,1080,1.208
1001,1920,1080,1.381
1002,1920,1080,1.501
1003,1920,1080,1.482
1004,1920,1080,1.52
1005,1920,1080,1.532
1006,1920,1080,1.414
1007,1920,1080,1.166
1008,1920,1080,1.167
1009,1920,1080,1.304
1010,1920,1080,1.155
1011,1920,1080,1.171
1012,1920,1080,1.393
1013,1920,1080,1.388
1014,1920,1080,1.154
1015,1920,1080,1.307
1016,1920,1080,1.191
1017,1920,1080,1.315
1018,1920,1080,1.264
1019,1920,1080,1.254
1020,1920,1080,1.179
1021,1920,1080,1.21
1022,1920,1080,1.203
1023,1920,1080,1.34
1024,1920,1080,1.275
1025,1920,1080,1.203
1026,1920,1080,1.272
1027,1920,1080,1.218
1028,1920,1080,1.177
1029,1920,1080,1.2
1030,1920,1080,1.225
1031,1920,1080,1.244
1032,1920,1080,1.166
1033,1920,1080,1.156
1034,1920,1080,1.234
1035,1920,1080,1.533
1036,1920,1080,1.19
1037,1920,1080,1.309
1038,1920,1080,1.227
1039,1920,1080,1.162
1040,1920,1080,1.163
1041,1920,1080,1.233
1042,1920,1080,1.387
1043,1920,1080,1.176
1044,1920,1080,1.228
1045,1920,1080,1.207
1046,1920,1080,1.207
1047,1920,1080,1.158
1048,1920,1080,1.378
1049,1920,1080,1.474
1050,1920,1080,1.225
1051,1920,1080,1.429
1052,1920,1080,1.28
1053,1920,1080,1.186
1054,1920,1080,1.329
1055,1920,1080,1.169
1056,1920,1080,1.229
1057,1920,1080,1.164
1058,1920,1080,1.277
1059,1920,1080,1.195
1060,1920,1080,1.191
1061,1920,1080,1.178
1062,1920,1080,1.147
1063,1920,1080,1.185
1064,1920,1080,1.339
1065,1920,1080,1.183
1066,1920,1080,1.165
1067,1920,1080,1.257
1068,1920,1080,1.371
1069,1920,1080,1.159
1070,1920,1080,1.189
1071,1920,1080,1.308
1072,1920,1080,1.136
1073,1920,1080,1.355
1074,1920,1080,1.17
1075,1920,1080,1.325
1076,1920,1080,1.204
1077,1920,1080,1.191
1078,1920,1080,1.198
1079,1920,1080,1.198
1080,1920,1080,1.24
1081,1920,1080,1.183
1082,1920,1080,1.159
1083,1920,1080,1.343
1084,1920,1080,1.209
1085,1920,1080,1.152
1086,1920,1080,1.219
1087,1920,1080,1.501
1088,1920,1080,1.313
1089,1920,1080,1.305
1090,1920,1080,1.256
1091,1920,1080,1.474
1092,1920,1080,1.197
1093,1920,1080,1.207
1094,1920,1080,1.229
1095,1920,1080,1.558
1096,1920,1080,1.175
1097,1920,1080,1.178
1098,1920,1080,1.174
1099,1920,1080,1.172
1100,1920,1080,1.178
1101,1920,1080,1.235
1102,1920,1080,1.208
1103,1920,1080,1.335
1104,1920,1080,1.354
1105,1920,1080,1.148
1106,1920,1080,1.183
1107,1920,1080,1.679
1108,1920,1080,1.448
1109,1920,1080,1.304
1110,1920,1080,1.196
1111,1920,1080,1.211
1112,1920,1080,1.24
1113,1920,1080,1.213
1114,1920,1080,1.238
1115,1920,1080,1.321
1116,1920,1080,1.186
1117,1920,1080,1.243
1118,1920,1080,1.265
1119,1920,1080,1.409
1120,1920,1080,1.157
1121,1920,1080,1.351
1122,1920,1080,1.334
1123,1920,1080,1.316
1124,1920,1080,1.57
1125,1920,1080,1.465
1126,1920,1080,1.56
1127,1920,1080,1.298
1128,1920,1080,1.203
1129,1920,1080,1.207
1130,1920,1080,1.194
1131,1920,1080,1.279
1132,1920,1080,1.47
1133,1920,1080,1.221
1134,1920,1080,1.366
1135,1920,1080,1.273
1136,1920,1080,1.208
1137,1920,1080,1.338
1138,1920,1080,1.196
1139,1920,1080,1.223
1140,1920,1080,1.201
1141,1920,1080,1.209
1142,1920,1080,1.239
1143,1920,1080,1.29
1144,1920,1080,1.238
1145,1920,1080,1.509
1146,1920,1080,1.157
1147,1920,1080,1.293
1148,1920,1080,1.153
1149,1920,1080,1.285
1150,1920,1080,1.209
